mu0ListLP,EqnLx,RLx,ELx1,ELx2,EqnLy,RLy,ELy1,ELy2
2.259999999999973,-1.9421629814233197,-0.242427674655632,-0.46176103481577907,-0.9861840344647479,-0.6717604341721481,-0.3368727703074622,-0.6546897966924708,-0.6960514522423256
2.269999999999973,-1.8877562647097241,-0.23895579027926064,-0.4042116412404507,-0.9883167913180976,-0.6603375764783687,-0.3310914346194858,-0.644980516138011,-0.6854074459804262
2.2799999999999727,-1.83532697979194,-0.23740664814644652,-0.41682721361617847,-0.9447412890950114,-0.6490044517759885,-0.3253768519931315,-0.632391601073167,-0.6735802850719164
2.2899999999999725,-1.784736412611642,-0.2374797425834074,-0.4462709014178676,-0.9408972188742514,-0.6377596612398913,-0.31974996655320964,-0.6223376242907154,-0.661565663073966
2.2999999999999723,-1.735859951744125,-0.23607986587431026,-0.40814763618809696,-0.9085234626498127,-0.6266018385010474,-0.3141579410914465,-0.6113171480060775,-0.6496610239812424
2.309999999999972,-1.6885852392287912,-0.23874381455000784,-0.4158828998759535,-0.9230531589339807,-0.6155296486501413,-0.30860762181044715,-0.6013715632893321,-0.6387522074326771
2.319999999999972,-1.6428106148473198,-0.23172604205052896,-0.319007630886865,-1.1570802709220562,-0.6045417872791361,-0.30309907077914106,-0.590246908513934,-0.6273879808246272
2.3299999999999716,-1.5984437997198935,-0.23844007198170084,-0.4287769981547536,-0.8564787607763129,-0.5936369795590626,-0.29760707766849304,-0.5798255337935767,-0.6159393537306663
2.3399999999999714,-1.55540077639986,-0.22429932842796696,-0.3322603559883767,-1.2399168325973586,-0.5828139793524024,-0.2921911334757137,-0.5677878661204108,-0.6048469027066423
2.3499999999999712,-1.513604831211122,-0.23791969851464365,-0.3290634349849821,-1.1544896962521096,-0.572071568358519,-0.2868351375212348,-0.5579992585682404,-0.5937529468344233
2.359999999999971,-1.4729857314496824,-0.23754855840235842,-0.400324274387336,-0.8261843607921309,-0.5614085552906654,-0.28143213263069305,-0.5487320594178234,-0.5826878410518864
2.369999999999971,-1.433479015324637,-0.23529841498462753,-0.31741535101168306,-1.1538341843783462,-0.5508237750831884,-0.2761511862843643,-0.5374531792002641,-0.5719883273894213
2.3799999999999706,-1.395025376495363,-0.2185963164840195,-0.30865937029095575,-1.1002344153757448,-0.5403160881276042,-0.27091963852777284,-0.5280876059735535,-0.5609540065013889
2.3899999999999704,-1.3575701285887334,-0.23311047394171644,-0.3365279979803806,-0.8129675800646495,-0.5298843795362888,-0.2656830052571266,-0.5169086046804828,-0.5501709092706043
2.39999999999997,-1.3210627374431225,-0.23204386185139475,-0.3294390020988037,-0.7909265415040482,-0.5195275584326022,-0.26044845750241574,-0.5075306057072475,-0.539686932865333
2.40999999999997,-1.285456411114166,-0.207851974250504,-0.34866760836984545,-0.7725562146521373,-0.5092445572663122,-0.2553242682992476,-0.49791428177557895,-0.5288832837077704
2.4199999999999697,-1.250707739245839,-0.2242030719365538,-0.3326255396496526,-0.7614346125687921,-0.4990343311532392,-0.2501915259979906,-0.48869308798426775,-0.5184290603010983
2.4299999999999695,-1.216776374898568,-0.21768079050592934,-0.2672427017906564,-1.1227998290388268,-0.4888958572381083,-0.24512591124087982,-0.47742878329636906,-0.5079992584308486
2.4399999999999693,-1.1836247529053854,-0.20965174036421727,-0.25787988028635966,-1.1106444392411452,-0.47882813407963104,-0.24007490544013366,-0.4678490056780089,-0.49745779682452634
2.449999999999969,-1.151217839889392,-0.20563516701878248,-0.27223451972978074,-1.0948781876972735,-0.46883018105689594,-0.2350748975384682,-0.456675636816754,-0.48772723341702223
2.459999999999969,-1.1195229117292265,-0.21204773541470082,-0.2517879753209913,-0.9795481698725319,-0.45890103779618624,-0.23008302066619055,-0.44765213708260954,-0.4771533530810123
2.4699999999999687,-1.0885093549657907,-0.18761300003493497,-0.3314851011939499,-0.6938658537194983,-0.4490397636173882,-0.2251176823979759,-0.4395600523898754,-0.46712392682197135
2.4799999999999685,-1.0581484891061375,-0.1813698487742458,-0.3315070289819349,-0.675735141695902,-0.43924543699918844,-0.22025380820411725,-0.4277920105175996,-0.45684228800544
2.4899999999999682,-1.0284134072463063,-0.20064303049149548,-0.2943811986336745,-0.6593334142570921,-0.42951715506230576,-0.21535084300026874,-0.4211177078029157,-0.4468153984904993
