mu0,ReW0E1,ReW0E2,ReW0E3,ImW0E1,ImW0E2,ImW0E3,absW0E1,absW0E2,absW0E3,ReW1E1,ReW1E2,ReW1E3,ImW1E1,ImW1E2,ImW1E3,absW1E1,absW1E2,absW1E3
1.2549999999999946,2.1255125499841654,0.7448745000002144,-2.734515105737576,0.0,0.0,0.0,2.1255125499841654,0.7448745000002144,2.734515105737576,-10.000125500000001,0.0020125499999978434,1.7349021557386246,0.0,0.0,0.0,10.000125500000001,0.0020125499999978434,1.7349021557386246
1.2599999999999945,2.1260125999944535,0.7398739999997517,-2.732866704035897,0.0,0.0,0.0,2.1260125999944535,0.7398739999997517,2.732866704035897,-10.000126000000002,0.004012599999997777,1.7337533040338697,0.0,0.0,0.0,10.000126000000002,0.004012599999997777,1.7337533040338697
1.2649999999999944,2.126512649986978,0.7348734999998441,-2.731217453947298,0.0,0.0,0.0,2.126512649986978,0.7348734999998441,2.731217453947298,-10.0001265,0.006012649999997744,1.7326036039399741,0.0,0.0,0.0,10.0001265,0.006012649999997744,1.7326036039399741
1.2699999999999942,2.127012699997266,0.7298729999999365,-2.729567353875401,0.0,0.0,0.0,2.127012699997266,0.7298729999999365,2.729567353875401,-10.000126999999999,0.008012699999997661,1.7314530538716624,0.0,0.0,0.0,10.000126999999999,0.008012699999997661,1.7314530538716624
1.2749999999999941,2.127512750007554,0.7248725000000289,-2.7279164022264633,0.0,0.0,0.0,2.127512750007554,0.7248725000000289,2.7279164022264633,-10.0001275,0.01001274999999761,1.730301652217428,0.0,0.0,0.0,10.0001275,0.01001274999999761,1.730301652217428
1.279999999999994,2.1280128000000786,0.7198719999998437,-2.7262645973835165,0.0,0.0,0.0,2.1280128000000786,0.7198719999998437,2.7262645973835165,-10.000127999999998,0.012012799999997594,1.729149397378067,0.0,0.0,0.0,10.000127999999998,0.012012799999997594,1.729149397378067
1.284999999999994,2.128512849992603,0.7148714999996586,-2.724611937735344,0.0,0.0,0.0,2.128512849992603,0.7148714999996586,2.724611937735344,-10.0001285,0.014012849999997579,1.7279962877334802,0.0,0.0,0.0,10.0001285,0.014012849999997579,1.7279962877334802
1.2899999999999938,2.1290128999851277,0.709870999999751,-2.7229584216696776,0.0,0.0,0.0,2.1290128999851277,0.709870999999751,2.7229584216696776,-10.000129000000001,0.01601289999999753,1.7268423216647375,0.0,0.0,0.0,10.000129000000001,0.01601289999999753,1.7268423216647375
1.2949999999999937,2.1295129499954157,0.704870500000121,-2.7213040475598738,0.0,0.0,0.0,2.1295129499954157,0.704870500000121,2.7213040475598738,-10.0001295,0.018012949999997464,1.7256874975651804,0.0,0.0,0.0,10.0001295,0.018012949999997464,1.7256874975651804
1.2999999999999936,2.130013000005704,0.6998700000002134,-2.719648813791332,0.0,0.0,0.0,2.130013000005704,0.6998700000002134,2.719648813791332,-10.000129999999999,0.020012999999997415,1.7245318137846808,0.0,0.0,0.0,10.000129999999999,0.020012999999997415,1.7245318137846808
1.3049999999999935,2.1305130499982283,0.6948695000003058,-2.7179927187135697,0.0,0.0,0.0,2.1305130499982283,0.6948695000003058,2.7179927187135697,-10.000130499999997,0.02201304999999738,1.7233752687127242,0.0,0.0,0.0,10.000130499999997,0.02201304999999738,1.7233752687127242
1.3099999999999934,2.131013099990753,0.6898689999995655,-2.716335760696372,0.0,0.0,0.0,2.131013099990753,0.6898689999995655,2.716335760696372,-10.000131,0.024013099999997383,1.7222178606968912,0.0,0.0,0.0,10.000131,0.024013099999997383,1.7222178606968912
1.3149999999999933,2.131513150001041,0.684868500000213,-2.7146779381063038,0.0,0.0,0.0,2.131513150001041,0.684868500000213,2.7146779381063038,-10.000131500000002,0.02601314999999733,1.7210595881059678,0.0,0.0,0.0,10.000131500000002,0.02601314999999733,1.7210595881059678
1.3199999999999932,2.132013200011329,0.6798679999997503,-2.7130192492865386,0.0,0.0,0.0,2.132013200011329,0.6798679999997503,2.7130192492865386,-10.000132,0.028013199999997317,1.719900449280906,0.0,0.0,0.0,10.000132,0.028013199999997317,1.719900449280906
1.324999999999993,2.13251324998609,0.6748674999998427,-2.7113596925849,0.0,0.0,0.0,2.13251324998609,0.6748674999998427,2.7113596925849,-10.0001325,0.0300132499999972,1.718740442578412,0.0,0.0,0.0,10.0001325,0.0300132499999972,1.718740442578412
1.329999999999993,2.133013299996378,0.6698669999996576,-2.709699266336512,0.0,0.0,0.0,2.133013299996378,0.6698669999996576,2.709699266336512,-10.000133,0.0320132999999972,1.7175795663402704,0.0,0.0,0.0,10.000133,0.0320132999999972,1.7175795663402704
1.3349999999999929,2.1335133499889025,0.6648665000003051,-2.7080379688977527,0.0,0.0,0.0,2.1335133499889025,0.6648665000003051,2.7080379688977527,-10.0001335,0.03401334999999712,1.7164178188873334,0.0,0.0,0.0,10.0001335,0.03401334999999712,1.7164178188873334
1.3399999999999928,2.134013399981427,0.65986600000012,-2.706375798577981,0.0,0.0,0.0,2.134013399981427,0.65986600000012,2.706375798577981,-10.000133999999997,0.03601339999999709,1.7152551985778082,0.0,0.0,0.0,10.000133999999997,0.03601339999999709,1.7152551985778082
1.3449999999999926,2.134513449991715,0.6548654999999348,-2.7047127537144804,0.0,0.0,0.0,2.134513449991715,0.6548654999999348,2.7047127537144804,-10.000134499999998,0.03801344999999705,1.7140917037156727,0.0,0.0,0.0,10.000134499999998,0.03801344999999705,1.7140917037156727
1.3499999999999925,2.1350135000197668,0.6498649999997497,-2.7030488326336974,0.0,0.0,0.0,2.1350135000197668,0.6498649999997497,2.7030488326336974,-10.000135,0.04001349999999702,1.7129273326229315,0.0,0.0,0.0,10.000135,0.04001349999999702,1.7129273326229315
1.3549999999999924,2.1355135499945277,0.6448645000001196,-2.701384033635132,0.0,0.0,0.0,2.1355135499945277,0.6448645000001196,2.701384033635132,-10.000135499999999,0.04201354999999695,1.7117620836301723,0.0,0.0,0.0,10.000135499999999,0.04201354999999695,1.7117620836301723
1.3599999999999923,2.136013599987052,0.6398639999999345,-2.6997183550415915,0.0,0.0,0.0,2.136013599987052,0.6398639999999345,2.6997183550415915,-10.000135999999998,0.04401359999999694,1.7105959550335559,0.0,0.0,0.0,10.000135999999998,0.04401359999999694,1.7105959550335559
